youtube_url,youtube_id,publicado_em,channelId,title,description,thumbnail_default,thumbnail_medium,thumbnail_high,thumbnail_standard,thumbnail_default.1,channelTitletags,defaultAudioLanguage,statistics_view_count,statistics_like_count,statistics_comment_count,statistics_favorite_count,ready,last_update,channelTitle,tags,tag_alias
https://youtu.be/vfoV2AKLscU,vfoV2AKLscU,2019-08-19T15:44:09Z,UCfyZAvlsblQApT7nZ8cVFUw,МК📦Корзинка из веревки своими руками📦Как я храню гофробумагу?📦Органайзер из джута📦Анна Кохан,"МК📦Переделка коробки в корзину при помощи веревки📦Как я храню гофробумагу?📦Органайзеры своими руками DIY
Здравствуйте, сегодня  покажу вам новый мастер класс из рубрики переделка. Сделаю из картонной коробки отличную корзину для хранения гофрированной бумаги! Как показал опыт такие корзины органайзеры очень популярны в использовании дома и не только. Я не стала сшивать чехол полностью с дном,т.к делала их специально для хранения гофрированной бумаги и поэтому сделала дно бумажным. Двойное дно дополнительно придаст крепость всей корзине. И посмотрите какой шикарный получается внешний вид! Ткань использовала рогожку мягкую , она продается в каждом магазине с тканями , но будьте внимательны цена варьируется от 90 р за метр до 560 р 😨 Я была в шоке....не знаю с чем это связано. У меня ткань по 90 р, мягкая практичная и по цвету идеально подошла мне для корзинок. Что касается веревки я ее приобрела в строительном магазине - называется джутовая веревка или джутовый канал. И к сожалению цена на него тоже везде ооочень разная от 16 р за метр до 76 р 😨😨😨. Диаметр веревки у меня 12 мм . На каждую коробку у меня ушло по 25 метров. 
Процесс изготовления вы посмотрите в видео )) все просто )) По времени я затратила на каждую коробку около часа. Теперь хочу сделать коробочки поменьше ,взяв веревку меньшего диаметра )) 
Мне за старания не жалейте пальчиков вверх )) Мне очень приятно ))
ваша Анна Кохан

ПОДПИШИТЕСЬ НА мой 2 КАНАЛ СДЕЛАЙ САМ МАСТЕР КЛАССЫ  https://www.youtube.com/channel/UCYRfkNp5wH-NrMejeYr5TEQ

💌ПО ВОПРОСАМ СОТРУДНИЧЕСТВА anna.kohan.83@mail.ru
☎️Я в Instagram - https://www.instagram.com/kokhan.anna/
☎️Я в контакте - https://vk.com/a.kokhan
☎️Моя группа Мастерская Анны Кохан г.Брянск.Букеты из конфет. https://vk.com/anna_koxanz
☎️Моя Мастерская Анны Кохан-группа посвященная каналу https://vk.com/club37917510
☎️ Я в одноклассниках - https://ok.ru/anna.kokhanredkacheva
☎️ Я в Twitter https://twitter.com/kohan_83

#коробкаИзВеревки#органайзер#своимиРуками#АннаКохан#переделка#бериИделай#лайкНеГлядя",https://i.ytimg.com/vi/vfoV2AKLscU/default.jpg,https://i.ytimg.com/vi/vfoV2AKLscU/mqdefault.jpg,https://i.ytimg.com/vi/vfoV2AKLscU/hqdefault.jpg,https://i.ytimg.com/vi/vfoV2AKLscU/sddefault.jpg,,,ru,2424460.0,53523.0,489.0,0.0,Yes,2024-03-25,Мастерская Анны Кохан,"['корбка из веревки', 'органайзер из веревки', 'переделка бумажной коробки', 'куда использовать коробку', 'органайзер', 'корзина из джута', 'мастер класс', 'своими руками', 'анна кохан', 'корзина из шпагата', 'корзинка для белья', 'корзина для белья своими руками', 'декор корзинки', 'плетеная корзина', 'мк', 'поделки из картона', 'что можно сделать из картона', 'DIY', '3 корзинки из веревки', 'что сделать из веревки', 'корзины своими руками', 'органайзеры своими руками', 'поделки из веревки', 'поделки из шнура']",outros
https://youtu.be/7pCQ85iZ9yw,7pCQ85iZ9yw,2015-08-11T00:30:26Z,UCDA03i8DGFmKxjo83p7o__g,No Mercy - Where Do You Go (ZDF-Fernsehgarten 21.07.2002) (VOD),"The performance of No Mercy to „Where Do You Go“ at the ZDF-Fernsehgarten 21.07.2002.
 
You can listen to all songs of No Mercy here: https://NoMercysme.lnk.to/TqVnl1uiDC

Subscribe to the channel and activate notifications: https://www.youtube.com/@NoMercyVEVO 
► https://nomercymusicofficial.com/
-----------------------------------------------------------------------------------------------------------

Lyrics:
 
Where do you go, my lovely?
Where do you go?
I wanna know, my lovely
I wanna know
Where do you go?
I wanna know
Where do you go?
I wanna know

Where do you, where do you go?
Where do you, where do you go?

You leave without a word, no message, no number
And now my head is pounding like rolling thunder
You left me with a heartache deep inside
Girl, you should see me cry all night, and I wonder

Everybody says, ""What a shame, what is wrong""
They don′t like the game we play
Heard you're hanging ′round every night until dawn
I'm waiting for you night and day

Where do you go, my lovely?
Where do you go?
I wanna know, my lovely
I wanna know
Where do you go?
I wanna know
Where do you go?
I wanna know

You gotta break the silence, don't keep me waiting
Just like a river flowing to the sea
You′re running back to me
Come hear what I′m saying

Where do you go, my lovely?
I wanna know

Where do you go?
Where do you go?
I wanna know

Where do you, where do you go?
Save me

Come back and dry the tears, I cried for you, baby
You've gotta stop this heartache deep inside
You′ve gotta help me make it through the night safely
Come back and save me

Where do you go, my lovely?
Where do you go?
I wanna know, my lovely
I wanna know
Where do you go, my lovely?
Where do you go?
I wanna know

Where do you, where do you go?

#NoMercy #WhereDoYouGo",https://i.ytimg.com/vi/7pCQ85iZ9yw/default.jpg,https://i.ytimg.com/vi/7pCQ85iZ9yw/mqdefault.jpg,https://i.ytimg.com/vi/7pCQ85iZ9yw/hqdefault.jpg,https://i.ytimg.com/vi/7pCQ85iZ9yw/sddefault.jpg,,,,97356401.0,493124.0,10128.0,0.0,Yes,2024-03-25,NoMercyVEVO,"['No Mercy', 'Pop', 'Sony Music Catalog', 'Where Do You Go (ZDF-Fernsehgarten 21.07.2002)']",outros
https://youtu.be/sgJpZfhdbgU,sgJpZfhdbgU,2017-09-15T07:00:02Z,UCbCm-jUb7FqtDnSJJtGs6hA,Jota Quest - O Sol (Acústico) ft. Milton Nascimento,"Video Oficial de ""O Sol"" de Jota Quest com participação do Milton Nascimento.

Ouça via streaming em ""Músicas Para Cantar Junto"": https://SMB.lnk.to/MPCJV

Letra:
Ei, dor! Eu não te escuto mais
Você não me leva a nada
Ei, medo! Eu não te escuto mais
Você não me leva a nada, nada
E se quiser saber pra onde eu vou
Pra onde tenha sol, é pra lá que eu vou
E se quiser saber pra onde eu vou
Pra onde tenha sol, é pra lá que eu vou
Hey, dor! Eu não te escuto mais
Você não me leva a nada, não
Hey, medo! Eu não te escuto mais
Você não me leva a nada
E se quiser saber pra onde eu vou
Pra onde tenha sol, é pra lá que eu vou
E se quiser saber pra onde eu vou
Pra onde tenha sol, é pra lá que eu vou
E se quiser saber pra onde eu vou
Pra onde tenha sol (É), é pra lá que eu vou
(É pra lá que eu vou)
E se quiser saber pra onde eu vou
Pra onde tenha sol (Onde tenha sol)
É pra lá que eu vou (É pra lá que eu vou)
E se quiser saber pra onde eu vou (Onde eu vou)
Pra onde tenha sol (Onde tenha sol)
É pra lá que eu vou (É pra lá que eu vou)
E se quiser saber pra onde eu vou
Pra onde tenha sol, é pra lá que eu vou
Ná, ná-ná-ná-ná-rá
Ná-ná-ná-ná-rá
É pra lá
Êh-êh-êh-êh-ah
Lá-lá-lá-lá (Êh)
Ná-ná-ná-ná-rá
É pra lá
É pra lá que eu vou
Ná, ná-ná-ná-ná-rá (Ná-rá-ná-ná)
Lá-lá-lá-lê-ah
Agora a gente e a galera, bora
Chegue
E se quiser saber pra onde eu vou
Pra onde tenha sol, é pra lá que eu vou
(Se não... não...)
E se quiser saber pra onde eu vou (Onde eu vou)
Aonde tenha sol, é pra lá... é pra lá que eu vou
Pra-á-á, lá-rá-rá-rá-rá-rá-rá
Pra-lá-lá-lá
É pra lá
É pra lá que eu vou
Ah-ah-ah-ah-ah
Lá-lá-lá-lê-ah-lá

Siga Jota Quest nas redes sociais! 
Site oficial: http://www.jotaquest.com.br/ 
Facebook: https://www.facebook.com/JotaQuest/ 
Twitter: https://twitter.com/jotaquest 
Instagram: https://www.instagram.com/jotaquest/",https://i.ytimg.com/vi/sgJpZfhdbgU/default.jpg,https://i.ytimg.com/vi/sgJpZfhdbgU/mqdefault.jpg,https://i.ytimg.com/vi/sgJpZfhdbgU/hqdefault.jpg,https://i.ytimg.com/vi/sgJpZfhdbgU/sddefault.jpg,,,en-US,18563157.0,63962.0,1625.0,0.0,Yes,2024-03-25,JotaQuestVEVO,"['o sol', 'o sol jota quest', 'o sol jota quest e milton nascimento', 'musicas para cantar junto', 'jota quest ao vivo', 'jota quest acustico', 'jota quest', 'acustico', 'Jota Quest feat. Milton Nascimento', 'O Sol', 'Pop', 'Sony Music Entertainment']",outros
https://youtu.be/nj9_bRUlDb4,nj9_bRUlDb4,2018-12-13T14:00:15Z,UChB7y1loBDfu5zdhYMzSDWg,55 MODELOS DE PERGOLADO DE CAIR O QUEIXO,"Está pensando em instalar um pergolado em casa? Confira, então, alguns modelos para se inspirar! O pergolado dá um charme a mais ao jardim, varanda ou outra área da parte externa da casa, sendo especialmente destinado às plantas trepadeiras.  O resultado é um visual deslumbrante e acolhedor, com um espaço fresco e bem-iluminado",https://i.ytimg.com/vi/nj9_bRUlDb4/default.jpg,https://i.ytimg.com/vi/nj9_bRUlDb4/mqdefault.jpg,https://i.ytimg.com/vi/nj9_bRUlDb4/hqdefault.jpg,https://i.ytimg.com/vi/nj9_bRUlDb4/sddefault.jpg,,,,712613.0,29114.0,121.0,0.0,Yes,2024-03-25,Decoração de Casa,"['decorfacil', 'decoração', 'modelos de pergolado']",outros
https://youtu.be/OvxL-1NUl9U,OvxL-1NUl9U,2014-09-30T20:48:41Z,UC1vM4AHADyr_Z0gfRCAMJQg,Knockin' On Heaven's Door - Original,"Provided to YouTube by The Orchard Enterprises

Knockin' On Heaven's Door - Original · Tribute Stars

Tribute To: Bob Dylan

℗ 2006 Charly Records

Released on: 2006-07-07

Auto-generated by YouTube.",https://i.ytimg.com/vi/OvxL-1NUl9U/default.jpg,https://i.ytimg.com/vi/OvxL-1NUl9U/mqdefault.jpg,https://i.ytimg.com/vi/OvxL-1NUl9U/hqdefault.jpg,https://i.ytimg.com/vi/OvxL-1NUl9U/sddefault.jpg,,,,13939471.0,135566.0,349.0,0.0,Yes,2024-03-25,Tribute to the Stars - Topic,"['Tribute', 'Stars', 'To:', 'Bob', 'Dylan', ""Knockin'"", 'On', ""Heaven's"", 'Door', 'Original']",outros
https://youtu.be/wVOupwbmiRM,wVOupwbmiRM,2009-03-02T22:07:28Z,UCJhabSOmF9OeGAEnhFcnwtQ,U2 - I Still Haven't Found What I'm Looking For & All I Want Is You (PopMart Live From Mexico City),"PopMart 1997, two great songs...",https://i.ytimg.com/vi/wVOupwbmiRM/default.jpg,https://i.ytimg.com/vi/wVOupwbmiRM/mqdefault.jpg,https://i.ytimg.com/vi/wVOupwbmiRM/hqdefault.jpg,,,,,10414558.0,33671.0,1211.0,0.0,Yes,2024-03-25,Ricku2,"['U2', 'Still', ""Haven't"", 'Found', 'All', 'Want', 'Is', 'You', 'PopMart', 'Mexico', 'City', '1997']",outros
https://youtu.be/KmIkJgHISMo,KmIkJgHISMo,2020-01-16T06:07:11Z,UC3bLiTc7_UpKSl0dnYR-d3A,"Pink Floyd - Wish You Were Here""  PULSE "" Remastered 2019","Pink Floyd concert video taken from the 20 October 1994 concert at Earls Court, London, England in The Division Bell Tour. It was originally released on VHS and Laserdisc in 1995.
David Gilmour –  guitar, vocals 
Nick Mason – drums, percussion, vocal phrase (recording)
Rick Wright – Hammond organ, synthesiser
Guy Pratt – bass guitar
Gary Wallis – percussion, extra drums on Pulse
Tim Renwick – rhythm guitar
Jon Carin – synthesiser,
must not forget the ladies backing up Floyd !
Sam Brown – backing vocals
Durga McBroom – backing vocals, 
Claudia Fontaine – backing vocals",https://i.ytimg.com/vi/KmIkJgHISMo/default.jpg,https://i.ytimg.com/vi/KmIkJgHISMo/mqdefault.jpg,https://i.ytimg.com/vi/KmIkJgHISMo/hqdefault.jpg,https://i.ytimg.com/vi/KmIkJgHISMo/sddefault.jpg,,,en-CA,59613499.0,,5926.0,0.0,Yes,2024-03-25,HDPinkFloyd,"['ink Floyd - Wish You Were Here', 'PULSE']",outros
https://youtu.be/RYGtMKt7dA4,RYGtMKt7dA4,2017-08-03T00:22:34Z,UCub-HUCqDYyv-rveukkJ-2w,Duran Duran - Come Undone Legendado Tradução,"Música composta em 1993 pelos integrantes da banda Duran Duran. O líder da banda, Simon Le Bon, descreveu a música como ""Uma música para quem se apaixona pela primeira vez"".",https://i.ytimg.com/vi/RYGtMKt7dA4/default.jpg,https://i.ytimg.com/vi/RYGtMKt7dA4/mqdefault.jpg,https://i.ytimg.com/vi/RYGtMKt7dA4/hqdefault.jpg,https://i.ytimg.com/vi/RYGtMKt7dA4/sddefault.jpg,,,,3562461.0,47350.0,1768.0,0.0,Yes,2024-03-25,Musica&Poesia,"['legendada', 'musica', 'poesia', 'musica e poesia', 'traduçao', 'fotografia', 'bela imagens', 'fullHD', '1080p', 'vida simples', 'sing', 'song', 'music', 'poetry', 'music and poetry', 'translation', 'photography', 'daily life', 'people', 'beautiful pictures', 'FullHD 1080p', 'simple life', 'tradçao', 'fim do mundo', 'apocalipse', 'apocalypse', 'flac', 'traduzido', 'traduzida', 'legenda', 'subtitle', 'vevo', 'Duran Duran', 'Come Undone']",outros
https://youtu.be/4sI6EL_e63c,4sI6EL_e63c,2019-08-17T20:36:30Z,UCub-HUCqDYyv-rveukkJ-2w,Lynyrd Skynyrd - Simple Man Legendado Tradução,"Musica composta em 1973 por Ronnie Van Zant e Gary Rossington integrantes da banda americana Lynyrd Skynyrd.

Musica do Filme Check Point (2017)
Musica do Filme Talento e Fé (2015)
Musica do Filme Beer League (2006)
Musica do Filme Quase Famosos (2000)
Musica do Filme Um Osso Duro de Roer (1987)",https://i.ytimg.com/vi/4sI6EL_e63c/default.jpg,https://i.ytimg.com/vi/4sI6EL_e63c/mqdefault.jpg,https://i.ytimg.com/vi/4sI6EL_e63c/hqdefault.jpg,https://i.ytimg.com/vi/4sI6EL_e63c/sddefault.jpg,,,pt,31007683.0,274757.0,5400.0,0.0,Yes,2024-03-25,Musica&Poesia,"['legendada', 'musica', 'poesia', 'musica e poesia', 'traduçao', 'fotografia', 'bela imagens', 'fullHD', '1080p', 'vida simples', 'sing', 'song', 'music', 'poetry', 'music and poetry', 'translation', 'photography', 'daily life', 'people', 'beautiful pictures', 'FullHD 1080p', 'simple life', 'tradçao', 'fim do mundo', 'apocalipse', 'apocalypse', 'flac', 'traduzido', 'traduzida', 'legenda', 'subtitle', 'vevo']",outros
https://youtu.be/8TujsB2CT9o,8TujsB2CT9o,2020-03-04T04:55:41Z,UCmRP0ZEHvW59KFQiIv1sLow,DIY - Tapete de fio de malha fácil,"Aprenda como fazer um tapete de fio de malha muito rápido e fácil.
Não é crochê nem tricô, mas sim um tapete tecido em um tear de papelão.
Foram utilizadas duas cores de fio de malha, azul e rosa, ambos de marcas diferentes.
Leva pouco material, sendo um tapete bastante econômico.

Veja também:
Como fazer tapete felpudo
https://youtu.be/lOy7ZJUOnnU

Como fazer tapetes usando camisetas e roupas velhas:
https://youtu.be/7lpztDHC5A8

Tapete fácil em ponto Arroz (Tricô)
https://youtu.be/r8iouh_Twbo

#tapete #doormat #diy",https://i.ytimg.com/vi/8TujsB2CT9o/default.jpg,https://i.ytimg.com/vi/8TujsB2CT9o/mqdefault.jpg,https://i.ytimg.com/vi/8TujsB2CT9o/hqdefault.jpg,https://i.ytimg.com/vi/8TujsB2CT9o/sddefault.jpg,,,pt-BR,1083902.0,45760.0,,0.0,Yes,2024-03-25,Aprendendo em Casa by Ju,"['tapete de fio de malha', 'tapete no tear de papelão', 'tapete trançado', 'tapete fácil com fio de malha']",crochet
https://youtu.be/oEdvXYFLpc8,oEdvXYFLpc8,2020-02-16T17:00:16Z,UCRhdpkAqSzipurbIwT9UxCQ,"DIY INCRÍVEL, TAPETE LINDO SUPER FÁCIL, IDEAL PARA INICIANTES","Faça você mesmo esse lindo Tapete Facil de fazer, rápido e você só vai precisar de lã, cola quente  e papelão. Neste vídeo você tem todas as dicas e instruções para fazê-lo.Um diy incrível, tapete lindo super fácil de fazer, para iniciantes.  Assista também:
😉Como Fazer Tapete de wc com camiseta velha
https://youtu.be/ZXAWqaaqDS8

😉Como Cobrir Abajur, Reciclando o Abajur
https://youtu.be/Rw_va0M13yI

😉Diy, Pufe de com Garrafa Pet, Papelão e Retalhos de Tecidos
https://youtu.be/dI7uuxTwEO4

😉Decorando o Quarto Comigo, Diys e Ideias , Parte 1
https://youtu.be/XXqiq9z_lXc

😉Decorando o Quarto Comigo, Diys e Ideias , Parte 2
https://youtu.be/IH4V6JbWATA

😉 Fazer ALMOFADA COM ZÍPER, com e sem máquina de costura
https://youtu.be/qqaKfyjhNP4


REDES SOCIAIS

😉Blogue: https://mesapronta03.blogspot.com/2020/02/diy-incrivel-tapete-lindo-super-facil.html
😉Facebook://www.facebook.com/mesapronta3/...
😉Instagram: https://www.instagram.com/mesa_pronta...

SUBSCREVA NOSSO CANAL
https://www.youtube.com/channel/UCRhd...

DIY INCRÍVEL, TAPETE LINDO SUPER FÁCIL, PARA INICIANTES
https://youtu.be/oEdvXYFLpc8

😉Nossos outros sites:
http://moemamattos.blogspot.pt
http://www.quintas.pt
http://quintascomunicacao.blogspot.pt
http://fotodeviagem.blogspot.pt
https://www.youtube.com/channel/UCRhd...

😉Músicas
Easy Lemon de  Kevin MacLeod 

#tapete#diytapete#comofazertapete#tapetesemgastar",https://i.ytimg.com/vi/oEdvXYFLpc8/default.jpg,https://i.ytimg.com/vi/oEdvXYFLpc8/mqdefault.jpg,https://i.ytimg.com/vi/oEdvXYFLpc8/hqdefault.jpg,https://i.ytimg.com/vi/oEdvXYFLpc8/sddefault.jpg,,,pt-PT,968524.0,54458.0,1027.0,0.0,Yes,2024-03-25,Mesa Pronta,"['mesa pronta', 'decoração', 'Faça você mesmo', 'mesa para dois', 'como fazer', 'trabalhos manuais', 'faça você mesma', 'Diy', 'moemaquintaam', '281971962112328', 'mesa posta', 'casa', 'artesanato', 'briocolage', 'tapete', 'tapete lindo super fácil', 'tapete para iniciantes', 'diy fácil', 'home decor', 'home decora', 'diy decoração', 'como fazer tapete rápido', 'tapete de lã', 'tapete fácil', 'diy tapete', 'cómo hacer la alfombra', 'how to make carpe']",outros
https://youtu.be/vtrlC-xdu5c,vtrlC-xdu5c,2020-06-16T23:24:49Z,UCvd7Zr0YORx8X_lHKAixRBw,3 IDEAS INCREÍBLES CON HILO DE SISAL PARA DECORAR - Manualidades con Cuerdas,"Entre en Contacto: showdemanualidades@gmail.com
Mis Redes Sociales
Facebook: http://facebook.com/showdemanualidades
Instagram: http://instagram.com/showdemanualidades",https://i.ytimg.com/vi/vtrlC-xdu5c/default.jpg,https://i.ytimg.com/vi/vtrlC-xdu5c/mqdefault.jpg,https://i.ytimg.com/vi/vtrlC-xdu5c/hqdefault.jpg,https://i.ytimg.com/vi/vtrlC-xdu5c/sddefault.jpg,,,,177656.0,1972.0,21.0,0.0,Yes,2024-03-25,showdemanualidades,"['DIY con GOMA EVA', 'Manualidades con EVA', 'Manualidades con Reciclaje', 'IDEAS con Manualidades', 'Artesanias hecha a mano', 'DIY Increíbles', 'Ideas para ganar dinero', 'Haga y venda', 'DIY con Botellas de Plástico', 'DIY con Tapas de Botellas', 'Manualidades con Cartón', 'manualidades con sisal', '3 ideas increíbles con sisal', 'manualidades para decoracion', 'Manualidades con Cuerdas', '3 IDEAS INCREÍBLES CON HILO DE SISAL PARA DECORAR', 'sisal', 'cuerda', 'hilo de sisal']",passo a passo
https://youtu.be/Cm-7_2QjjY4,Cm-7_2QjjY4,2020-02-15T21:09:37Z,UCDznzSd-wfTf2Af6oUUGjqQ,Cesto De Papelão Com Corda Sisal Lindo e Fácil,"Vamos reciclar papelão e fazer um lindo balde com corda Sisal.

Lista de materiais utilizados:
papelão, cola quente, tesoura, estilete, tecido Oxford, linha e agulha, papel e corda Sisal.

Words de Audionautix está licenciada sob uma licença Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)

Artista: http://audionautix.com/
Haftanın hobisi - Halattan sepet yapımı

DIY - Halat Sepet yapımı / Rope Basket",https://i.ytimg.com/vi/Cm-7_2QjjY4/default.jpg,https://i.ytimg.com/vi/Cm-7_2QjjY4/mqdefault.jpg,https://i.ytimg.com/vi/Cm-7_2QjjY4/hqdefault.jpg,https://i.ytimg.com/vi/Cm-7_2QjjY4/sddefault.jpg,,,,4758914.0,144386.0,3006.0,0.0,Yes,2024-03-25,Tati Decora,"['ideia com papelão', 'faça você mesmo', 'cesto de papelão', 'diy halat sepet yapimi rope basket', 'Tati Silva', 'DIY', 'decoração do lixo ao luxo gastando pouco']",outros
https://youtu.be/95HqlWRFrAk,95HqlWRFrAk,2009-06-16T22:23:31Z,UCF9i903aeMcvcapmP1bS1oA,The Cranberries - Zombie (Alt. Version),"Official Music Video for Zombie (Alt. Version) by The Cranberries.

Listen to The Cranberries here - https://TheCranberries.lnk.to/Stream

Discover more about The Cranberries:
Facebook - https://TheCranberries.lnk.to/Facebook
Twitter - https://TheCranberries.lnk.to/Twitter
Instagram - https://TheCranberries.lnk.to/Instagram
Website - https://TheCranberries.lnk.to/Website

Sign up for the email list - https://TheCranberries.lnk.to/Email

More videos from The Cranberries - https://TheCranberries.lnk.to/YouTube 

#NoNeedToArgue #TheCranberries 

(C) 1994 The Island Def Jam Music Group",https://i.ytimg.com/vi/95HqlWRFrAk/default.jpg,https://i.ytimg.com/vi/95HqlWRFrAk/mqdefault.jpg,https://i.ytimg.com/vi/95HqlWRFrAk/hqdefault.jpg,https://i.ytimg.com/vi/95HqlWRFrAk/sddefault.jpg,,,en-US,83426520.0,587692.0,10791.0,0.0,Yes,2024-03-25,TheCranberriesVEVO,"['The cranberries', 'Rock', 'The Cranberries Vevo', 'the cranberries zombie', 'zombie the cranberries', 'cranberries zombie', 'zombie cranberries', 'zombie alternate version', 'cranberries', 'the cranberries zombie alternate version', 'the cranberries zombie official video', 'zombie official video', 'the cranberries songs', 'the cranberries videos', 'alternative rock 90s hits', 'alternative zombie song', 'zombie alternative ending', 'zombie cranberries alternative']",outros
https://youtu.be/VpNsmLaqw7I,VpNsmLaqw7I,2014-03-10T23:41:42Z,UCu9oqi2JzMh1GSQYjo7c6lg,Zombie-The Cranberries(Cover Mell Peck),"https://www.instagram.com/mellpeck
youtube.com/mellpeck

Video: William Peck
instagram william peck barba
instagram william peck foto",https://i.ytimg.com/vi/VpNsmLaqw7I/default.jpg,https://i.ytimg.com/vi/VpNsmLaqw7I/mqdefault.jpg,https://i.ytimg.com/vi/VpNsmLaqw7I/hqdefault.jpg,https://i.ytimg.com/vi/VpNsmLaqw7I/sddefault.jpg,,,,48857722.0,275748.0,10500.0,0.0,Yes,2024-03-25,Mell Peck,"['Melissa Peck The Voice Brasil', 'Mell Peck The Voice Brasil', 'Zombie Cover', 'Mell Peck Comando da Cidade', 'Melissa cai no choro', 'Mell', 'Peck', 'cai', 'no', 'choro', 'The', 'Voice', 'Brasil', 'Maquina da Fama', 'Mell Peck Maquina da Fama', 'doloris', 'NOEL HOGAN', 'NOEL HOGAN E MELL PECK']",outros
https://youtu.be/8MuhFxaT7zo,8MuhFxaT7zo,2014-02-08T16:37:15Z,UCYMEOGcvav3gCgImK2J07CQ,The Cranberries - Zombie 1999 Live Video,"The Cranberries - Zombie (Album No Need to Argue 1994) 
""Beneath the Skin"" Live concert at the Palais Omnisports de Paris-Bercy 1999 Paris, France
Dolores O'Riordan - Vocals, Guitar 
Noel Hogan - Guitar 
Mike Hogan - Bass Guitar 
Fergal Lawler - Drums",https://i.ytimg.com/vi/8MuhFxaT7zo/default.jpg,https://i.ytimg.com/vi/8MuhFxaT7zo/mqdefault.jpg,https://i.ytimg.com/vi/8MuhFxaT7zo/hqdefault.jpg,https://i.ytimg.com/vi/8MuhFxaT7zo/sddefault.jpg,,,,205656452.0,1090673.0,44322.0,0.0,Yes,2024-03-25,NEA ZIXNH,"['The Cranberries', 'Musical Group', 'Irish Band', 'Country', 'Limerick', 'Ireland', '1989', 'Song', 'Zombie', ""Dolores O'Riordan Album"", 'No Need to Argue', '1994', 'Beneath the Skin', 'Live', 'Concert', 'Palais Omnisports de Paris-Bercy', '1999', 'Paris', 'France', 'Official', 'Original', 'Best', 'Hits', 'Top', 'Pop', 'Classic', 'Charts', 'Billboard', 'MTV', 'Grammy', 'Awards', 'Indie Rock', 'Alternative Rock', 'Celtic Rock', 'Heavy Metal', 'Hard Rock', 'Rock', 'Music', 'Video', 'Full', 'HD', '1080p', 'You Tube']",outros
